cleaned_text,sentiment
good sometimes cut net pick hour,POSITIVE
speed less,NEGATIVE
band steering working shows alert message nothing save,NEGATIVE
theres problem twice month understandable problem every single day utter negligence think worldlink confident never change isp everydayhour net slow even watch youtube video properly video call offlimits got message speed increased 30 mbps 150 mbps rather decreased 3mbpswaiting day payment expires finally get rid worst service,NEGATIVE
backwass net aali fast hunu paryo,NEGATIVE
dhilo vhanekai worldlink yo chai huna parne,NEGATIVE
app working,POSITIVE
yo isp ko app download garna malai 15 min lagyo,NEGATIVE
ur internet sucks fix,NEGATIVE
would give 5 star 1 problem face worldlink app cant see connected device request worldlink isp please fix problem thank,NEGATIVE
wow great app,POSITIVE
time notification problem,NEGATIVE
good app,POSITIVE
ok,POSITIVE
mug k lawda jasto app banako,NEGATIVE
nice super fast thank caring valued customers wish worldlink team still fresh success noble mission days come thanks,POSITIVE
satisfied internet provider network,POSITIVE
kabaade ho yo service,NEGATIVE
really nice aap,POSITIVE
good,POSITIVE
slowest internet planet,NEGATIVE
iam like,POSITIVE
khattam app kam se kam 20 choti uninstall garera install gari sake taipani yo app le kaam nai gardaina jhare app,NEGATIVE
wrost internet,NEGATIVE
add feature costumize user inernet speed connected inter net,NEGATIVE
khuldaina bigaryo app lai,NEGATIVE
awesome app,POSITIVE
worst internet worst service thinking changing service provider pay internet pay extra calls complaing network slow working disappointed worldlink communication since cant reply comment making edit done calling team,NEGATIVE
new user,POSITIVE
wifi slow play pubg show 500ping 300ping,NEGATIVE
sanjitchaudhary,POSITIVE
dhilo vanekai worldlink,POSITIVE
worst app need update every time,NEGATIVE
boring app,NEGATIVE
worldlink worst decision ever made terms network connection connection goes even app working since long time trying reach customer service customer line always busy tried reach via whatsapp totally waste time need visit office fix problem see way,NEGATIVE
app working,POSITIVE
net much slow,NEGATIVE
please come take net home please want take via net address banapa net name suju fbnpa customers care sucks,NEGATIVE
app nai open hudaina tw k vako update ni garisakye,NEGATIVE
app wont open,POSITIVE
good,POSITIVE
op ok give 1 stat,POSITIVE
excellent service,POSITIVE
worst technician said upgraded 20 100 mbps still upgraded,NEGATIVE
app stuck chito vanekai world link please solve issue quickly,POSITIVE
world slowest internet dilo vanekai world link,NEGATIVE
worest app ever seen dont use time waste app net worest,NEGATIVE
cannt payment appyour app like internet please fix,NEGATIVE
good quality,POSITIVE
release fraustation app still satisfied,POSITIVE
app working poor application,NEGATIVE
kasto naramro app kahi function matar ramro xha aru sabai naramro x,NEGATIVE
app stable ui clean responsive features work intended customer support response still bit slow overall good app managing worldlink account,NEGATIVE
app wont open,POSITIVE
excellent,POSITIVE
ganta jasto app bana xa,NEGATIVE
invalid pin problem app pin given sim,NEGATIVE
working,POSITIVE
open myworldlink app,POSITIVE
stops working need,NEGATIVE
wow,POSITIVE
dont words describe pissed im app stop working mention internet also app please something,NEGATIVE
app working properly much bug fix way internet speed slow,NEGATIVE
app satisfying,POSITIVE
review app internet service app lot potential prove really helpful bugs render quite annoying notification bell shows 30 notifications tap keeps loading without showing notification also password field goes blank changing reopening app little things improved greatly enhance app experience,NEGATIVE
excellent,POSITIVE
poor service ekdamai slow internet services,NEGATIVE
sab banda useless wifi u want depression increase blood pressure use worldlink fast slow bane kai worldlink,NEGATIVE
net working properly play game 30 minutes suddenly intrerent working 15 second interent come back suddenly play game properly plese fix probelm,NEGATIVE
k khalo app ho yo na open hunxa net aajkal slow k ho yesto,NEGATIVE
day 20 app still isnt working like internet please fix getting fed complaining,NEGATIVE
poor network,NEGATIVE
features work,POSITIVE
nither internet works app,NEGATIVE
app working anymore tried everything uninstallandinstall restart everything make work aint buzzing stuck chito bhanekoi worldlink blue page hope fixed soon thanks,POSITIVE
isnt app openingits taking long timeyou guys sort outvery disappointed service,NEGATIVE
good,POSITIVE
dont know say guys neither able change password able make wifi hidden im provided service used get started using app,NEGATIVE
app opening,POSITIVE
potato internet potato mobile app,NEGATIVE
kondo jasto netnajode ni hunxa,NEGATIVE
worst app,NEGATIVE
internet always slow consistent specially gaming keep getting zoom class internet keeps going every 10 min,NEGATIVE
network us worst forever taken 60mbps speed getting 450 kbps think take strict action give number office,NEGATIVE
nice app,POSITIVE
app working updates,POSITIVE
poor isp world,NEGATIVE
,POSITIVE
well,POSITIVE
well internet,POSITIVE
nice,POSITIVE
working app,POSITIVE
remove play store takes month update app gets stuck screen chito vanekai worldlink isnt irony,NEGATIVE
app stopped working even opening since 1 monthyour service dispoint customer,NEGATIVE
good service,POSITIVE
2022 worldlink app doesnt work problems,NEGATIVE
sabh bhandai na ramro net chalda ni chaldina,POSITIVE
good,POSITIVE
kaam na laagne app waste,NEGATIVE
thanks aap use ful,POSITIVE
bakwash,NEGATIVE
cant restart router app useless,NEGATIVE
app open,POSITIVE
worldlink good bat slo,POSITIVE
isnt app opening,NEGATIVE
device filtering working,POSITIVE
working phone,NEGATIVE
ek nambari vaalu net radi ko chora haru muji,NEGATIVE
please make wifi password changed 1 year disable change daily please manage situation,NEGATIVE
workig,NEGATIVE
dhilo vanekai worldlink ho,NEGATIVE
well fine,POSITIVE
nice,POSITIVE
love,POSITIVE
good internet service,POSITIVE
app opening even ur support team didnt solve issue,NEGATIVE
babal net,POSITIVE
nooob,NEGATIVE
outstanding,POSITIVE
kasam dai jhuto boleko hainw worldlink ko apps download hunxa 30 min lagyo kina ho worldlink kai wifi use garxu,NEGATIVE
slow network paid 1500 45 mbps net called upgraded net 225mbps reality works 25 mbps scam,NEGATIVE
app working properly sometimes,POSITIVE
poor,NEGATIVE
bad app every day problem,NEGATIVE
app even open,POSITIVE
good,POSITIVE
would suggest shut service complete garbage,NEGATIVE
nice,POSITIVE
like features apps,POSITIVE
app working,POSITIVE
good,POSITIVE
app doesnt open,NEGATIVE
like aap,NEGATIVE
nice,POSITIVE
please sapot youtube channel,NEGATIVE
good,POSITIVE
poor service,NEGATIVE
worst network ever seen,NEGATIVE
doesnt sound good video call doesnt come clearly wifi slow worldlink price high intraste anymore,NEGATIVE
good,POSITIVE
geda jasto net jaarey worldlink,POSITIVE
sometime,POSITIVE
good pubg,POSITIVE
vako chai k ho k k bidi slow vako net yo naya router hale paxi chaiyestai vairakyo vane sara nepali le yo met lae bahiskaar garxan la,NEGATIVE
app opening,POSITIVE
much fed internet nothing good,NEGATIVE
happen cant know app open phone,NEGATIVE
worldlink failed satisfy customers app stopped working wouldnt even open internet always speed regular dont know world im still subscribing,NEGATIVE
want see features without registered number possiblevery bad,NEGATIVE
bad app,NEGATIVE
worst internet provider even worldlink app also didnot downlod download app friend internet service vianet need download update app need go friends house called many time didnot solve,NEGATIVE
functioning properly bad work wifi mc address,NEGATIVE
myworld link,POSITIVE
app loading problem,NEGATIVE
app opening,POSITIVE
registration sucks,NEGATIVE
world link best wifi,POSITIVE
time work,POSITIVE
one fatest net ever,POSITIVE
bad app open nie hudhiena,NEGATIVE
cant change ssid password dual band router,NEGATIVE
excellent,POSITIVE
company great app sucks would say friend install app find,NEGATIVE
good,POSITIVE
name chai chito vanekai worldlink speed chai kaxuwa vanda ni slow xa,NEGATIVE
slow jsjdjd,NEGATIVE
worst app never used,NEGATIVE
good,POSITIVE
opening problem,NEGATIVE
app overall worldlink experience absolutely let motto chito vanekai worldlink complete joke point slow internet forever busy unreachable call centers unresponsed mails complete disgrace,NEGATIVE
worst appit never open fast always take much time,NEGATIVE
updating app cant even open almost equal useless please work considering app internet provider much better disappointed,NEGATIVE
app ne open vaxana,NEGATIVE
nice,POSITIVE
good,POSITIVE
open,POSITIVE
bad work,NEGATIVE
xito vanekae worldlink hoena ki sabae vanda patur chahi ho worldlink,NEGATIVE
taw muji world link machikne khate haru k net ho esto net nai chaldaina muji timi haru lai vetaunu parxa ei router timiharuko chakma xiraidinxu madarchod haru paisa k ko lagxau muji haru,NEGATIVE
know im question self even bother connect network internet connection goes like havent even touched router anything slow time satisfied,NEGATIVE
good,POSITIVE
slow wrost net,NEGATIVE
best internet service loved customer care response available us time good work worldlink,POSITIVE
app nice,POSITIVE
super fast would link,POSITIVE
working properly app,POSITIVE
best net,POSITIVE
worst internet service world 20 mbps net took forever load freakin search google play store leave review dont buy useless internet reviews enough prove bad service company,NEGATIVE
good,POSITIVE
excellent,POSITIVE
nice app,POSITIVE
much bug,NEGATIVE
working best,POSITIVE
helpful,POSITIVE
good enough,POSITIVE
geda jasto isp ticket open gare pani call back aaudaina kaile ani sutexi balla aauxa call ani ticket close ani toll free bhanera kina jhuto bolnu paryo saala 5 min hold garera bharkhar recharge gareko sab balance ni siddhiyo aba tw jasle sodhyo bhane ni aru jodnu worldlink najodnu bhanxu,NEGATIVE
love,POSITIVE
nice,POSITIVE
worst net could rate 0 stars thatd slow internet frequent disconnection improvement even u call center renewing sure,NEGATIVE
good app,POSITIVE
useful app enjoyed,POSITIVE
make easy way safe hackers,NEGATIVE
worse internet app ever,NEGATIVE
naam ko matra apps ho kaam ko xaina apps yo 1 star pani dine xaina yahi matra option bhayera 1 star deko khas euta ni star dine kaam ko xaina apps,NEGATIVE
good experience,POSITIVE
good,POSITIVE
app ta thikai xa customer care call mahango xa,NEGATIVE
good,POSITIVE
good,POSITIVE
use less call said weare coming didnt came try login world link app shows one code contusily,NEGATIVE
doesnt workjust keeps showing loading signal,NEGATIVE
sometimes doesnt work properly slow using please fix problem fast,NEGATIVE
good,POSITIVE
dont like app,NEGATIVE
hi net used 24 bought 5g net solve problem hope reply come soon thank,POSITIVE
khatm xa hai yo wifi xito sudarna paryo,NEGATIVE
waiyet app,NEGATIVE
sks,NEGATIVE
even midnight net properly working,POSITIVE
late response,NEGATIVE
net slow,NEGATIVE
app working anymoreit says loading even time waitingit really killing patience abilityi cant even change wifi pw,NEGATIVE
1 star customer service 4 app,POSITIVE
worst network,NEGATIVE
app working working properly make,POSITIVE
even couldnot update personal info appwhen try update couldnot update setting pops everytimemy email wrongly updated app suppose get info well invoice renewing account online payment,NEGATIVE
secondary phone number nai halna didaina,NEGATIVE
aweaome,POSITIVE
good,POSITIVE
internet slow price highno speed like took priceits expensive satisfied able,NEGATIVE
best app,POSITIVE
nice,POSITIVE
good,POSITIVE
worst app,NEGATIVE
good services,POSITIVE
excellent speed,POSITIVE
smooth running,POSITIVE
good app monitor control internet,POSITIVE
slow,NEGATIVE
worst app crashing slow net frequent disconnection disappointed worldlink,NEGATIVE
